;locality;stateProvince;occurrenceStatus;individualCount;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;elevation;eventDate;year;basisOfRecord;institutionCode;collectionCode;issue
20;Cueva del Condor;Antioquia;PRESENT;12;5.928789;-74.83953;NA;NA;14/10/2010;2010;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
21;Cueva del Condor;Antioquia;PRESENT;50;5.928789;-74.83953;NA;NA;04/10/2011;2011;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
22;Cueva del Condor;Antioquia;PRESENT;60;5.928789;-74.83953;NA;NA;02/03/2008;2008;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
23;Carrera 119 Calle 52, parcelacion Andalucía;Valle del Cauca;PRESENT;1;3.350704;-76.509045;1000;NA;07/12/2006;2006;PRESERVED_SPECIMEN;Universidad del Valle (UniValle);CVA-UV;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
24;4 Km debajo de Italia, Valencia;Chocó;PRESENT;1;4.916151;-76.28924;14042.03;340;24/07/1985;1985;PRESERVED_SPECIMEN;Universidad del Valle (UniValle);CVA-UV;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
25;Barrio Prados de Oriente;Valle del Cauca;PRESENT;1;3.432554;-76.514553;461.93;NA;25/08/1984;1984;PRESERVED_SPECIMEN;Universidad del Valle (UniValle);CVA-UV;COORDINATE_ROUNDED
26;Estero Chiguero;Valle del Cauca;PRESENT;1;3.407253;-77.307772;2058.35;25;02/08/1983;1983;PRESERVED_SPECIMEN;Universidad del Valle (UniValle);CVA-UV;COORDINATE_ROUNDED
27;Estero Chiguero;Valle del Cauca;PRESENT;1;3.407253;-77.307772;2058.35;25;02/08/1983;1983;PRESERVED_SPECIMEN;Universidad del Valle (UniValle);CVA-UV;COORDINATE_ROUNDED
28;Villa Colombia;Valle del Cauca;PRESENT;1;3.449435;-76.500648;768.43;1000;03/12/1970;1970;PRESERVED_SPECIMEN;Universidad del Valle (UniValle);CVA-UV;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
29;Cerro de la torre de Televisión;Valle del Cauca;PRESENT;1;3.86136;-76.521769;140452.87;1950;16/08/1966;1966;PRESERVED_SPECIMEN;Universidad del Valle (UniValle);CVA-UV;COORDINATE_ROUNDED
30;Parque Nacional Natural Cueva de los Guácharos;Huila;PRESENT;1;1.598983;-76.113383;7055.16;NA;11/05/1962;1962;PRESERVED_SPECIMEN;Universidad del Valle (UniValle);CVA-UV;COORDINATE_ROUNDED
31;Parque Nacional Natural Cueva de los Guácharos;Huila;PRESENT;1;1.598983;-76.113383;7055.16;NA;11/05/1962;1962;PRESERVED_SPECIMEN;Universidad del Valle (UniValle);CVA-UV;COORDINATE_ROUNDED
32;Parque Nacional Natural Cueva de los Guácharos;Huila;PRESENT;1;1.598983;-76.113383;7055.16;NA;11/05/1962;1962;PRESERVED_SPECIMEN;Universidad del Valle (UniValle);CVA-UV;COORDINATE_ROUNDED
33;Refugio Rio Claro;Antioquia;PRESENT;12;5.898994;-74.74291;NA;NA;16/10/2012;2012;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
34;Rio Claro;Antioquia;PRESENT;6;5.903965;-74.78467;NA;NA;27/12/2012;2012;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
35;Rio Claro;Antioquia;PRESENT;40;5.909998;-74.86274;NA;NA;01/02/2012;2012;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
36;Cueva del Condor Rio Claro;Antioquia;PRESENT;NA;5.925588;-74.80663;NA;NA;20/10/2012;2012;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
37;NA;Antioquia;PRESENT;NA;6.21;-75.59;NA;1500;NA;NA;HUMAN_OBSERVATION;Corantioquia;Corantioquia-A;GEODETIC_DATUM_ASSUMED_WGS84
38;NA;Antioquia;PRESENT;NA;6.18;-74.58;NA;125;NA;NA;HUMAN_OBSERVATION;Corantioquia;Corantioquia-A;GEODETIC_DATUM_ASSUMED_WGS84
39;NA;Antioquia;PRESENT;NA;6.56;-74.79;NA;900;NA;NA;HUMAN_OBSERVATION;Corantioquia;Corantioquia-A;GEODETIC_DATUM_ASSUMED_WGS84
40;NA;Antioquia;PRESENT;NA;5.67;-75.72;NA;1600;NA;NA;HUMAN_OBSERVATION;Corantioquia;Corantioquia-A;GEODETIC_DATUM_ASSUMED_WGS84
41;Vereda El Cerro, Sitio San Lorenzo 2;Antioquia;PRESENT;1;6.380528;-75.034833;NA;1265;06/10/2009;2009;HUMAN_OBSERVATION;ISAGEN;ISAGEN;COORDINATE_ROUNDED
42;Vereda El Cerro, Sitio San Lorenzo 2;Antioquia;PRESENT;2;6.380528;-75.034833;NA;1265;21/07/2009;2009;HUMAN_OBSERVATION;ISAGEN;ISAGEN;COORDINATE_ROUNDED
43;Central Hidroeléctrica San Carlos, vereda Juanes, sitio Campamento;Antioquia;PRESENT;1;6.214722;-74.811889;NA;803;10/10/2006;2006;HUMAN_OBSERVATION;ISAGEN;ISAGEN;COORDINATE_ROUNDED
44;Rio Baudo, Quebrada Sando;Choco;PRESENT;NA;5.05;-76.95;NA;NA;02/10/1958;1958;PRESERVED_SPECIMEN;FMNH;Birds;GEODETIC_DATUM_ASSUMED_WGS84
45;Rio Docampado;Choco;PRESENT;NA;4.75;-77.3;NA;NA;13/09/1958;1958;PRESERVED_SPECIMEN;FMNH;Birds;GEODETIC_DATUM_ASSUMED_WGS84
46;Rio Docampado;Choco;PRESENT;NA;4.75;-77.3;NA;NA;13/09/1958;1958;PRESERVED_SPECIMEN;FMNH;Birds;GEODETIC_DATUM_ASSUMED_WGS84
47;S OF;;;;;;;;;;;;;
48;S OF;;;;;;;;;;;;;
49;TOTORO;Cauca;PRESENT;NA;2.5;-76.4;NA;NA;23/07/1961;1961;PRESERVED_SPECIMEN;LACM;Birds;NA
50;RN Cañon del Río Claro (350-600 msnm);Antioquia;PRESENT;50;5.88909;-74.85498;NA;NA;01/03/2011;2011;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
51;Cueva del Condor;Antioquia;PRESENT;25;5.928789;-74.83953;NA;NA;27/07/2011;2011;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
52;RN Cañon del Río Claro (350-600 msnm);Antioquia;PRESENT;50;5.88909;-74.85498;NA;NA;01/03/2011;2011;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
53;Cañon del Rio Claro ;Antioquia;PRESENT;NA;5.865472;-74.86919;NA;NA;16/11/2007;2007;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
54;Cañon del Rio Claro ;Antioquia;PRESENT;NA;5.865472;-74.86919;NA;NA;17/11/2007;2007;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
55;Cañon del Rio Claro ;Antioquia;PRESENT;NA;5.865472;-74.86919;NA;NA;17/11/2007;2007;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
56;NA;Cauca;PRESENT;NA;2.435071;-76.603601;99;NA;2025-08-21T09:45:57;2025;HUMAN_OBSERVATION;iNaturalist;Observations;COORDINATE_ROUNDED
57;Ukuku Rural Lodge;Tolima;PRESENT;1;4.5575;-75.3277;NA;1890;19/06/2024;2024;PRESERVED_SPECIMEN;Universidad del Tolima (UT);CZUT;INSTITUTION_MATCH_FUZZY
58;NA;Antioquia;PRESENT;NA;5.59168;-75.816047;235;NA;2025-10-13T09:24;2025;HUMAN_OBSERVATION;iNaturalist;Observations;COORDINATE_ROUNDED
59;NA;Tolima;PRESENT;NA;4.283196;-75.555137;977;NA;2025-10-11T08:02;2025;HUMAN_OBSERVATION;iNaturalist;Observations;COORDINATE_ROUNDED
60;NA;Antioquia;PRESENT;NA;5.935722;-74.859667;NA;NA;2025-10-15T15:24;2025;HUMAN_OBSERVATION;iNaturalist;Observations;COORDINATE_ROUNDED
61;NA;Antioquia;PRESENT;NA;5.591205;-75.815523;157;NA;2025-10-05T11:39:58;2025;HUMAN_OBSERVATION;iNaturalist;Observations;COORDINATE_ROUNDED
62;NA;Antioquia;PRESENT;NA;5.591941;-75.815566;7;NA;2025-10-05T11:23:22;2025;HUMAN_OBSERVATION;iNaturalist;Observations;COORDINATE_ROUNDED
63;NA;Antioquia;PRESENT;NA;5.59168;-75.816047;235;NA;2025-08-30T10:26;2025;HUMAN_OBSERVATION;iNaturalist;Observations;COORDINATE_ROUNDED
64;NA;Antioquia;PRESENT;NA;5.591715;-75.815771;372;NA;2025-09-02T10:29:13;2025;HUMAN_OBSERVATION;iNaturalist;Observations;COORDINATE_ROUNDED
65;Antioquia;Antioquia;PRESENT;6;5.594509;-75.818476;95;NA;11/04/2025;2025;HUMAN_OBSERVATION;NA;NA;NA
66;Cañón del río Guape;Meta;PRESENT;40;3.267367;-74.276505;NA;NA;07/02/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
67;Variante Ibagué - Armenia, Cajamarca, Tolima, CO (4.44, -75.423);Tolima;PRESENT;1;4.439933;-75.42301;NA;NA;24/01/2021;2021;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
68;Puente Huesera EHG - Jardin, Antioquia, CO (5,573, -75,775);Antioquia;PRESENT;1;5.572938;-75.774506;NA;NA;08/01/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
69;RN Cañon del Río Claro;Antioquia;PRESENT;NA;5.89226;-74.855286;NA;NA;27/01/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
70;RN Cañon del Río Claro;Antioquia;PRESENT;NA;5.89226;-74.855286;NA;NA;19/03/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
71;Sendero La Herrera;Antioquia;PRESENT;9;5.594214;-75.81623;NA;NA;02/12/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
72;RN Cañon del Río Claro;Antioquia;PRESENT;20;5.89226;-74.855286;NA;NA;09/11/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
73;Rocosaurio Cañon Del GUAPE;Meta;PRESENT;30;3.270429;-74.27214;NA;NA;10/03/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
74;Oilbird Cave;Antioquia;PRESENT;60;5.886718;-74.85239;NA;NA;30/07/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
75;Calle 36A, Pereira CO-Risaralda 4.80967, -75.71066;Risaralda;PRESENT;1;4.809665;-75.710655;NA;NA;09/06/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
76;RN Cañon del Río Claro;Antioquia;PRESENT;NA;5.89226;-74.855286;NA;NA;18/09/2019;2019;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
77;Pensilvania - Quebrada San Lorenzo;Caldas;PRESENT;5;5.390017;-75.14015;NA;NA;14/07/2020;2020;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
78;RN Cañon del Río Claro;Antioquia;PRESENT;NA;5.89226;-74.855286;NA;NA;19/03/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
79;RN Cañon del Río Claro;Antioquia;PRESENT;20;5.89226;-74.855286;NA;NA;20/02/2015;2015;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
80;Reserva Monte León;Caldas;PRESENT;3;5.075905;-75.49858;NA;NA;11/05/2020;2020;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
81;Cueva del Condor;Antioquia;PRESENT;NA;5.928789;-74.83953;NA;NA;01/12/2014;2014;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
82;Cañón del Guape;Meta;PRESENT;50;3.25673;-74.2698;NA;NA;14/01/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
83;Puente Cajamarca. Tolima.;Tolima;PRESENT;NA;4.441074;-75.42205;NA;NA;09/10/2021;2021;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
84;RN Cañon del Río Claro;Antioquia;PRESENT;NA;5.89226;-74.855286;NA;NA;27/01/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
85;Cueva de los Guácharos, Vereda San Antonio;Casanare;PRESENT;20;4.86815;-72.99882;NA;NA;11/05/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
86;Sendero La Herrera;Antioquia;PRESENT;3;5.594214;-75.81623;NA;NA;15/09/2019;2019;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
87;Bosque De Niebla Vereda Nuevo Horizonte;Nariño;PRESENT;1;2.186992;-77.315025;NA;NA;29/06/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
88;RN Cañon del Río Claro;Antioquia;PRESENT;9;5.89226;-74.855286;NA;NA;02/03/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
89;Canon del Rio Claro Reserva Natural, Sonsón CO-Antioquia (5.8896,-74.8545);Antioquia;PRESENT;50;5.889592;-74.85449;NA;NA;24/03/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
90;PNN Cueva de los Guácharos;Huila;PRESENT;NA;1.60986;-76.109055;NA;NA;10/02/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
91;RN Cañon del Río Claro;Antioquia;PRESENT;30;5.89226;-74.855286;NA;NA;16/07/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
92;Cavernas Ecoturisticas Los Pantagoras;Antioquia;PRESENT;200;5.828458;-74.83286;NA;NA;27/02/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
93;RN Cañon del Río Claro;Antioquia;PRESENT;30;5.89226;-74.855286;NA;NA;28/03/2019;2019;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
94;RN Cañon del Río Claro;Antioquia;PRESENT;18;5.89226;-74.855286;NA;NA;17/02/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
95;Ruta De Observación Reserva El Jordán . Fogón De Palo;Caldas;PRESENT;1;5.182892;-75.51553;NA;NA;13/05/2023;2023;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
96;3-40 Calle 4, Cajamarca, Tolima, CO (4.439, -75.424);Tolima;PRESENT;7;4.439065;-75.423645;NA;NA;23/11/2020;2020;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
97;Reserva Los Guácharos;Antioquia;PRESENT;12;5.591671;-75.81595;NA;NA;22/12/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
98;Finca Las Pilas;Casanare;PRESENT;3;5.80182;-72.17757;NA;NA;11/05/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
99;RN Cañon del Río Claro;Antioquia;PRESENT;100;5.89226;-74.855286;NA;NA;11/03/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
100;Maravilla;Casanare;PRESENT;5;5.215338;-72.87114;NA;NA;10/05/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
101;Pitalito - Mocoa, Putumayo, CO (1.261, -76.6);Putumayo;PRESENT;1;1.261247;-76.59974;NA;NA;03/08/2023;2023;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
102;Cueva del Condor;Antioquia;PRESENT;25;5.928789;-74.83953;NA;NA;13/02/2020;2020;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
103;RN Cañon del Río Claro;Antioquia;PRESENT;20;5.89226;-74.855286;NA;NA;18/12/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
104;Cantar del Bosque;Valle del Cauca;PRESENT;1;3.539421;-76.604;NA;NA;12/10/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
105;BPI-051-CO;Antioquia;PRESENT;1;5.61115;-75.825005;NA;NA;19/08/2020;2020;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
106;1907 Calle 73, Manizales, Caldas, CO (5.051, -75.48);Caldas;PRESENT;1;5.05122;-75.47981;NA;NA;27/07/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
107;Cañón Del Rio Guape;Meta;PRESENT;20;3.27267;-74.27458;NA;NA;28/01/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
108;Mesa,prado, Antioquia, CO (5.804, -74.84);Antioquia;PRESENT;100;5.803537;-74.8399;NA;NA;14/12/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
109;Cañón del Guape;Meta;PRESENT;50;3.25673;-74.2698;NA;NA;14/01/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
110;Cueva del Condor;Antioquia;PRESENT;4;5.928789;-74.83953;NA;NA;13/08/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
111;Parque Regional Ucumari--Otun Quimbaya al Cedral;Risaralda;PRESENT;1;4.709442;-75.54968;NA;NA;27/12/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
112;Bosque de las Mercedes;Valle del Cauca;PRESENT;1;3.545418;-76.28857;NA;NA;19/09/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
113;RN Cañon del Río Claro;Antioquia;PRESENT;300;5.89226;-74.855286;NA;NA;10/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
114;Cueva del Condor;Antioquia;PRESENT;7;5.928789;-74.83953;NA;NA;13/12/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
115;Vr. La Norcasia (6.154, -74.819);Antioquia;PRESENT;3;6.154353;-74.81854;NA;NA;19/02/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
116;Puente de occidente;Antioquia;PRESENT;1;6.578163;-75.79692;NA;NA;09/06/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
117;Humedal Córdoba Sector 3 / RAMSAR;Distrito Capital de Bogotá;PRESENT;1;4.702929;-74.07578;NA;NA;15/07/2023;2023;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
118;Reserva Natural Piamonte, Bello;Antioquia;PRESENT;1;6.325941;-75.562355;NA;NA;03/06/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
119;RN Cañon del Río Claro;Antioquia;PRESENT;NA;5.89226;-74.855286;NA;NA;28/01/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
120;Vereda Los Alpes, Predio Jorge Sosa;Guaviare;PRESENT;3;2.510244;-72.82243;NA;NA;28/01/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
121;RN Cañon del Río Claro;Antioquia;PRESENT;14;5.89226;-74.855286;NA;NA;04/01/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
122;Ecoparque Los Yarumos;Caldas;PRESENT;1;5.062753;-75.48241;NA;NA;01/03/2020;2020;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
123;PNN Tatamá--Camino Montezuma;Risaralda;PRESENT;1;5.244679;-76.10055;NA;NA;07/11/2021;2021;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
124;RN Cañon del Río Claro;Antioquia;PRESENT;18;5.89226;-74.855286;NA;NA;17/02/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
125;Pensilvania - Quebrada San Lorenzo;Caldas;PRESENT;5;5.390017;-75.14015;NA;NA;14/07/2020;2020;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
126;Cueva del Condor;Antioquia;PRESENT;8;5.928789;-74.83953;NA;NA;12/10/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
127;Vía A Pijao, Quindío, CO (4,27, -75,743);Quindío;PRESENT;46;4.270407;-75.74251;NA;NA;09/05/2020;2020;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
128;Cueva del Condor;Antioquia;PRESENT;NA;5.928789;-74.83953;NA;NA;23/03/2015;2015;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
129;Cueva de los Guácharos, Vereda San Antonio;Casanare;PRESENT;20;4.86815;-72.99882;NA;NA;11/05/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
130;Finca Las Palmas;Caquetá;PRESENT;30;1.646466;-75.5134;NA;NA;18/01/2020;2020;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
131;Termales de San Juan;Cauca;PRESENT;1;2.343383;-76.31713;NA;NA;23/06/2019;2019;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
132;Vía Antigua Al Tablón Meta, CO (4,477, -73,668);Meta;PRESENT;NA;4.476849;-73.6684;NA;NA;15/04/2020;2020;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
133;Plaza Principal, Samaná, Caldas, CO (5,413, -74,992);Caldas;PRESENT;1;5.412742;-74.99234;NA;NA;16/10/2021;2021;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
134;La Tronera;Santander;PRESENT;10;6.08856;-73.81153;NA;NA;21/12/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
135;PNN Cueva de los Guácharos;Huila;PRESENT;1;1.60986;-76.109055;NA;NA;10/02/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
136;27-37 Calle 67, Palermo, Caldas, CO (5,053, -75,489);Caldas;PRESENT;1;5.052872;-75.48918;NA;NA;27/07/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
137;Colibrí del Sol ProAves Reserve;Antioquia;PRESENT;1;6.431716;-76.09113;NA;NA;02/11/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
138;RN Cañon del Río Claro;Antioquia;PRESENT;20;5.89226;-74.855286;NA;NA;27/09/2019;2019;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
139;Cueva Guacharos;Meta;PRESENT;50;3.325692;-74.00092;NA;NA;11/05/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
140;RN Cañon del Río Claro;Antioquia;PRESENT;18;5.89226;-74.855286;NA;NA;17/02/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
141;Finca Las Palmas;Caquetá;PRESENT;30;1.646466;-75.5134;NA;NA;18/01/2020;2020;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
142;Cajamarca - Casco Urbano;Tolima;PRESENT;6;4.442005;-75.426834;NA;NA;09/06/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
143;RN Cañon del Río Claro;Antioquia;PRESENT;200;5.89226;-74.855286;NA;NA;22/01/2020;2020;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
144;RN Cañon del Río Claro;Antioquia;PRESENT;20;5.89226;-74.855286;NA;NA;27/09/2019;2019;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
145;Finca Miraflores;Santander;PRESENT;4;5.841499;-74.02306;NA;NA;01/02/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
146;Reserva Natural El Bosque;Nariño;PRESENT;2;1.137229;-77.95826;NA;NA;12/10/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
147;Hoyo De Los Pajaros, Santander, CO (6,489, -73,039);Santander;PRESENT;NA;6.489028;-73.03876;NA;NA;03/01/2020;2020;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
148;RN Cañon del Río Claro;Antioquia;PRESENT;200;5.89226;-74.855286;NA;NA;19/01/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
149;PNN Cueva de los Guácharos;Huila;PRESENT;1;1.60986;-76.109055;NA;NA;11/05/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
150;RN Cañon del Río Claro;Antioquia;PRESENT;20;5.89226;-74.855286;NA;NA;05/12/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
151;RN Cañon del Río Claro;Antioquia;PRESENT;NA;5.89226;-74.855286;NA;NA;28/01/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
152;RN Cañon del Río Claro;Antioquia;PRESENT;30;5.89226;-74.855286;NA;NA;28/03/2019;2019;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
153;RN Cañon del Río Claro;Antioquia;PRESENT;1;5.89226;-74.855286;NA;NA;15/03/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
154;Finca Las Pilas;Casanare;PRESENT;3;5.80182;-72.17757;NA;NA;11/05/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
155;RNSC San Felipe;Valle del Cauca;PRESENT;1;3.51858;-76.61845;NA;NA;14/08/2022;2022;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
156;RN Cañon del Río Claro;Antioquia;PRESENT;25;5.89226;-74.855286;NA;NA;19/07/2019;2019;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
157;RN Cañon del Río Claro;Antioquia;PRESENT;20;5.89226;-74.855286;NA;NA;14/11/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
158;Hotel Tinamú Birding Nature Reserve;Caldas;PRESENT;1;5.064686;-75.59219;NA;NA;13/05/2024;2024;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
